LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LEN	LINEAR_DOC	ROLLUP_DOC	REL_ABUNDANCE	LINEAR_COV	LINEAR_COV_MAPPED_SIG	BEST_LINEAR_COV	MAPPED_SIG_LENGTH	TOL_SIG_LENGTH	ABUNDANCE	ZSCORE	NOTE
strain	Actinobacteria bacterium IMCC26256	1650658.1	2	163	9	163	1.000000	0.000072	0.000002	0.000072	0.111415	0.000072	1463	2269964	0.000072	118.004913	Not shown (strain-result biased); Filtered out (minCov > 7.180730619516433e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 118.00491307230584); 
strain	Cellulosimicrobium cellulans strain PSBB019	1710.2	1	101	8	101	1.000000	0.000072	0.000002	0.000072	0.169748	0.000072	595	1408444	0.000072	118.084673	Not shown (strain-result biased); Filtered out (minCov > 7.171034134122478e-05); Filtered out (minReads > 1); Filtered out (maxZscore < 118.08467342974659); 
strain	Azohydromonas lata NBRC 102462	1314749	6	212	1	144	1.472222	0.000071	0.000002	0.000048	0.595041	0.000048	242	2976602	0.000071	143.770119	Not shown (strain-result biased); Filtered out (minCov > 4.837731077248487e-05); Filtered out (maxZscore < 143.77011936498565); 
strain	Lelliottia sp. WB101	2153385.1	2	100	2	50	2.000000	0.000071	0.000002	0.000036	0.746269	0.000036	67	1404063	0.000071	167.571656	Not shown (strain-result biased); Filtered out (minCov > 3.561093768584458e-05); Filtered out (minReads > 2); Filtered out (minLen > 50); Filtered out (maxZscore < 167.571656314545); 
strain	Erythrobacter litoralis strain DSM 8509	39960.1	2	128	9	128	1.000000	0.000071	0.000002	0.000071	0.757396	0.000071	169	1806133	0.000071	118.783055	Not shown (strain-result biased); Filtered out (minCov > 7.086964249033708e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 118.78305461007474); 
strain	Lentzea albida strain DSM 44437	65499.1	6	227	3	150	1.513333	0.000071	0.000002	0.000047	0.663717	0.000047	226	3209036	0.000071	146.262002	Not shown (strain-result biased); Filtered out (minCov > 4.674300942713014e-05); Filtered out (maxZscore < 146.2620023565018); 
strain	Bdellovibrio bacteriovorus strain 109J	959.1	4	233	12	186	1.252688	0.000071	0.000002	0.000056	0.416107	0.000056	447	3294274	0.000071	133.079490	Not shown (strain-result biased); Filtered out (minCov > 5.6461605804495924e-05); Filtered out (maxZscore < 133.07948954528797); 
strain	Pseudomonas pelagia CL-AP6	1323663	2	227	19	128	1.773438	0.000071	0.000002	0.000040	0.785276	0.000040	163	3218586	0.000071	158.569238	Not shown (strain-result biased); Filtered out (minCov > 3.976901658057296e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 158.56923763769566); 
strain	Deinococcus soli Cha et al. 2016 strain N5	1309411.1	1	54	0	54	1.000000	0.000070	0.000002	0.000070	0.613636	0.000070	88	766247	0.000070	119.116578	Not shown (strain-result biased); Filtered out (minCov > 7.047335911266211e-05); Filtered out (minReads > 1); Filtered out (minLen > 54); Filtered out (maxZscore < 119.11657844002765); 
strain	Nocardia asteroides NBRC 15531	1110697	5	162	0	162	1.000000	0.000070	0.000002	0.000070	0.650602	0.000070	249	2315935	0.000070	119.561261	Not shown (strain-result biased); Filtered out (minCov > 6.995014972354578e-05); Filtered out (maxZscore < 119.56126070650308); 
strain	Paraburkholderia caffeinilytica strain CF1	1761016.1	5	236	2	204	1.156863	0.000070	0.000002	0.000060	0.809524	0.000060	252	3377025	0.000070	128.658634	Not shown (strain-result biased); Filtered out (minCov > 6.0408199524729605e-05); Filtered out (maxZscore < 128.65863405790947); 
strain	Chryseobacterium halperniae strain LMG 24401	421072.1	2	152	2	79	1.924051	0.000070	0.000002	0.000036	1.000000	0.000036	79	2177283	0.000070	166.010675	Not shown (strain-result biased); Filtered out (minCov > 3.6283753650765653e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 166.01067527059055); 
strain	Micromonospora yangpuensis strain DSM 45577	683228.1	3	152	4	106	1.433962	0.000070	0.000002	0.000049	0.726027	0.000049	146	2177866	0.000070	143.334942	Not shown (strain-result biased); Filtered out (minCov > 4.86714976954505e-05); Filtered out (maxZscore < 143.3349422170929); 
strain	Rhodoferax antarcticus strain DSM 24876	81479.1	3	192	14	115	1.669565	0.000070	0.000002	0.000042	0.782313	0.000042	147	2754633	0.000070	154.765405	Not shown (strain-result biased); Filtered out (minCov > 4.174784807994386e-05); Filtered out (maxZscore < 154.7654045152941); 
strain	Moraxella osloensis strain CCUG 350	34062.1	1	127	4	127	1.000000	0.000070	0.000002	0.000070	0.619512	0.000070	205	1822310	0.000070	119.782710	Not shown (strain-result biased); Filtered out (minCov > 6.969176484791281e-05); Filtered out (minReads > 1); Filtered out (maxZscore < 119.78271009538594); 
strain	Mitsuaria sp. 7	1658665.1	4	203	9	203	1.000000	0.000070	0.000002	0.000070	0.450111	0.000070	451	2914134	0.000070	119.809599	Not shown (strain-result biased); Filtered out (minCov > 6.966048918821166e-05); Filtered out (maxZscore < 119.80959853650222); 
strain	Porphyrobacter sanguineus strain DSM 11032	198312.1	3	98	0	68	1.441176	0.000070	0.000002	0.000048	0.596491	0.000048	114	1407952	0.000070	143.889459	Not shown (strain-result biased); Filtered out (minCov > 4.829710103753537e-05); Filtered out (maxZscore < 143.889459205976); 
strain	Thalassococcus sp. SH-1	2109625.1	4	120	0	30	4.000000	0.000069	0.000002	0.000017	0.526316	0.000017	57	1732314	0.000069	240.297316	Not shown (strain-result biased); Filtered out (minCov > 1.731787655124879e-05); Filtered out (minLen > 30); Filtered out (maxZscore < 240.29731584018995); 
strain	Rhodospirillum rubrum F11	1036743	4	186	7	154	1.207792	0.000069	0.000002	0.000057	0.433803	0.000057	355	2685735	0.000069	132.056191	Not shown (strain-result biased); Filtered out (minCov > 5.7339983282043835e-05); Filtered out (maxZscore < 132.05619130634375); 
strain	Methylocaldum marinum strain S8	1432792.1	6	313	6	185	1.691892	0.000069	0.000002	0.000041	0.742972	0.000041	249	4524397	0.000069	156.381585	Not shown (strain-result biased); Filtered out (minCov > 4.088942681201495e-05); Filtered out (maxZscore < 156.3815845935831); 
strain	Zymomonas mobilis subsp. mobilis NCIMB 11163	622759	1	118	7	118	1.000000	0.000069	0.000002	0.000069	0.861314	0.000069	137	1706521	0.000069	120.254074	Not shown (strain-result biased); Filtered out (minCov > 6.914652676410077e-05); Filtered out (minReads > 1); Filtered out (maxZscore < 120.25407424649427); 
strain	Demequina salsinemoris strain NBRC 105323	577470.1	2	113	3	60	1.883333	0.000069	0.000002	0.000037	0.582524	0.000037	103	1635661	0.000069	165.106077	Not shown (strain-result biased); Filtered out (minCov > 3.6682417689240006e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 165.1060770131332); 
strain	Cyanobium sp. NIES-981	1851505.1	2	119	9	119	1.000000	0.000068	0.000002	0.000068	0.344928	0.000068	345	1737973	0.000068	120.846246	Not shown (strain-result biased); Filtered out (minCov > 6.847056887535077e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 120.84624580867384); 
strain	Anaeromyxobacter dehalogenans 2CP-C	290397	2	60	0	30	2.000000	0.000068	0.000002	0.000034	0.967742	0.000034	31	881821	0.000068	171.443966	Not shown (strain-result biased); Filtered out (minCov > 3.402050983136033e-05); Filtered out (minReads > 2); Filtered out (minLen > 30); Filtered out (maxZscore < 171.44396557865005); 
strain	Methylovorus glucosetrophus SIP3-4	582744	1	37	0	37	1.000000	0.000068	0.000002	0.000068	0.649123	0.000068	57	543836	0.000068	121.232299	Not shown (strain-result biased); Filtered out (minCov > 6.803521649909164e-05); Filtered out (minReads > 1); Filtered out (minLen > 37); Filtered out (maxZscore < 121.2322987914948); 
strain	Parvularcula oceani strain JLT2013	1247963.1	3	141	3	141	1.000000	0.000068	0.000002	0.000068	0.626667	0.000068	225	2076190	0.000068	121.341468	Not shown (strain-result biased); Filtered out (minCov > 6.79128596130412e-05); Filtered out (maxZscore < 121.34146765656679); 
strain	Plantibacter flavus strain 251	150123.1	4	155	2	122	1.270492	0.000068	0.000002	0.000053	0.721893	0.000053	169	2291552	0.000068	137.048215	Not shown (strain-result biased); Filtered out (minCov > 5.3239027523704456e-05); Filtered out (maxZscore < 137.0482145624455); 
strain	Pandoraea oxalativorans strain DSM 23570	573737.1	5	150	0	30	5.000000	0.000067	0.000002	0.000013	0.652174	0.000013	46	2222828	0.000067	272.200784	Not shown (strain-result biased); Filtered out (minCov > 1.3496320902921863e-05); Filtered out (minLen > 30); Filtered out (maxZscore < 272.20078373631964); 
strain	Candidatus Babela massiliensis strain 673862	673862.1	1	32	0	32	1.000000	0.000067	0.000002	0.000067	0.800000	0.000067	40	475164	0.000067	121.851857	Not shown (strain-result biased); Filtered out (minCov > 6.734516924682847e-05); Filtered out (minReads > 1); Filtered out (minLen > 32); Filtered out (maxZscore < 121.85185677698966); 
strain	Pseudomonas aeruginosa LES431	1408272	2	165	19	84	1.964286	0.000067	0.000002	0.000034	0.756757	0.000034	111	2450522	0.000067	170.797778	Not shown (strain-result biased); Filtered out (minCov > 3.427841088551745e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 170.79777794919042); 
strain	Acetobacter persici strain TMW2.1084	1076596.1	2	60	0	30	2.000000	0.000067	0.000002	0.000034	0.769231	0.000034	39	891730	0.000067	172.404563	Not shown (strain-result biased); Filtered out (minCov > 3.364247025444922e-05); Filtered out (minReads > 2); Filtered out (minLen > 30); Filtered out (maxZscore < 172.40456297132434); 
strain	Methylocapsa aurea strain KYG T	663610.1	3	190	12	190	1.000000	0.000067	0.000002	0.000067	0.514905	0.000067	369	2825737	0.000067	121.947940	Not shown (strain-result biased); Filtered out (minCov > 6.723909549968734e-05); Filtered out (maxZscore < 121.9479397119935); 
strain	Lautropia mirabilis ATCC 51599	887898	4	132	0	72	1.833333	0.000067	0.000002	0.000037	0.679245	0.000037	106	1964317	0.000067	165.170156	Not shown (strain-result biased); Filtered out (minCov > 3.665396165690161e-05); Filtered out (maxZscore < 165.1701563708031); 
strain	Gluconobacter oxydans 621H	290633	3	117	2	74	1.581081	0.000067	0.000002	0.000042	0.582677	0.000042	127	1743516	0.000067	153.492759	Not shown (strain-result biased); Filtered out (minCov > 4.244297155862063e-05); Filtered out (maxZscore < 153.4927588748962); 
strain	Sulfuritalea hydrogenivorans sk43H	1223802	4	156	3	125	1.248000	0.000067	0.000002	0.000054	0.615764	0.000054	203	2325875	0.000067	136.403812	Not shown (strain-result biased); Filtered out (minCov > 5.374321491911646e-05); Filtered out (maxZscore < 136.4038122634408); 
strain	[Erwinia] teleogrylli strain SCU-B244	1384589.1	2	203	15	203	1.000000	0.000067	0.000002	0.000067	0.634375	0.000067	320	3027503	0.000067	122.118008	Not shown (strain-result biased); Filtered out (minCov > 6.705195667849049e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 122.1180080159081); 
strain	Pseudomonas fluorescens strain Pf275	294.12	2	104	4	52	2.000000	0.000067	0.000002	0.000033	0.619048	0.000033	84	1554588	0.000067	172.901484	Not shown (strain-result biased); Filtered out (minCov > 3.344937694102875e-05); Filtered out (minReads > 2); Filtered out (minLen > 52); Filtered out (maxZscore < 172.90148373256682); 
strain	Variovorax boronicumulans strain J1	436515.1	4	153	2	118	1.296610	0.000067	0.000002	0.000052	0.678161	0.000052	174	2290234	0.000067	139.311746	Not shown (strain-result biased); Filtered out (minCov > 5.1523119471634776e-05); Filtered out (maxZscore < 139.31174649635403); 
strain	Halotalea alkalilenta strain IHB B 13600	376489.1	5	181	2	106	1.707547	0.000067	0.000002	0.000039	0.627219	0.000039	169	2710869	0.000067	159.916340	Not shown (strain-result biased); Filtered out (minCov > 3.9101852579375836e-05); Filtered out (maxZscore < 159.91634015652247); 
strain	Dickeya paradisiaca NCPPB 2511	1224150	5	180	0	36	5.000000	0.000067	0.000002	0.000013	0.521739	0.000013	69	2696612	0.000067	273.687575	Not shown (strain-result biased); Filtered out (minCov > 1.3350085218043975e-05); Filtered out (minLen > 36); Filtered out (maxZscore < 273.68757532794376); 
strain	Niveispirillum irakense DSM 11586	1121034	6	247	3	200	1.235000	0.000067	0.000002	0.000054	0.749064	0.000054	267	3704761	0.000067	136.098512	Not shown (strain-result biased); Filtered out (minCov > 5.398458901937264e-05); Filtered out (maxZscore < 136.09851211530565); 
strain	Candidatus Koribacter versatilis Ellin345	204669	9	329	2	265	1.241509	0.000067	0.000002	0.000054	0.327565	0.000054	809	4936380	0.000067	136.480215	Not shown (strain-result biased); Filtered out (minCov > 5.3683063297396066e-05); Filtered out (maxZscore < 136.48021489067116); 
strain	Rhizobium oryziradicis strain N19	1867956.1	6	253	2	164	1.542683	0.000067	0.000002	0.000043	0.674897	0.000043	243	3796898	0.000067	152.153926	Not shown (strain-result biased); Filtered out (minCov > 4.319315399044167e-05); Filtered out (maxZscore < 152.15392559237745); 
strain	Micromonospora auratinigra strain DSM 44815	261654.1	3	100	0	65	1.538462	0.000067	0.000002	0.000043	0.631068	0.000043	103	1502194	0.000067	152.018673	Not shown (strain-result biased); Filtered out (minCov > 4.327004368277333e-05); Filtered out (maxZscore < 152.01867294209922); 
strain	Flagellimonas flava strain DSM 22638	570519.1	6	186	0	31	6.000000	0.000066	0.000002	0.000011	0.720930	0.000011	43	2800558	0.000066	300.565435	Not shown (strain-result biased); Filtered out (minCov > 1.1069222633489469e-05); Filtered out (minLen > 31); Filtered out (maxZscore < 300.56543488092785); 
strain	Thiomonas intermedia strain ATCC 15466	926.1	4	136	0	102	1.333333	0.000066	0.000002	0.000050	0.698630	0.000050	146	2056106	0.000066	141.975005	Not shown (strain-result biased); Filtered out (minCov > 4.960833731334863e-05); Filtered out (maxZscore < 141.97500470429407); 
strain	Deinococcus marmoris DSM 12784	1121381	4	176	2	176	1.000000	0.000066	0.000002	0.000066	0.606897	0.000066	290	2661745	0.000066	122.973782	Not shown (strain-result biased); Filtered out (minCov > 6.612203648358502e-05); Filtered out (maxZscore < 122.973782312994); 
strain	Staphylococcus epidermidis strain 1457	1282.2	1	68	0	68	1.000000	0.000066	0.000002	0.000066	0.523077	0.000066	130	1029007	0.000066	123.009983	Not shown (strain-result biased); Filtered out (minCov > 6.608312674257803e-05); Filtered out (minReads > 1); Filtered out (maxZscore < 123.00998285648585); 
strain	Aestuariimicrobium kwangyangense DSM 21549	1120954	3	122	2	79	1.544304	0.000066	0.000002	0.000043	0.607692	0.000043	130	1850455	0.000066	153.044049	Not shown (strain-result biased); Filtered out (minCov > 4.269220272851812e-05); Filtered out (maxZscore < 153.0440492559519); 
strain	Staphylococcus epidermidis RP62A	176279	1	68	0	68	1.000000	0.000066	0.000002	0.000066	0.523077	0.000066	130	1032417	0.000066	123.213648	Not shown (strain-result biased); Filtered out (minCov > 6.586485887001086e-05); Filtered out (minReads > 1); Filtered out (maxZscore < 123.21364754432226); 
strain	Pandoraea thiooxydans strain DSM 25325	445709.1	3	178	14	178	1.000000	0.000066	0.000002	0.000066	0.585526	0.000066	304	2703604	0.000066	123.238738	Not shown (strain-result biased); Filtered out (minCov > 6.583804432897718e-05); Filtered out (maxZscore < 123.23873789054291); 
strain	Pandoraea thiooxydans strain ATSB16	445709.2	3	178	14	178	1.000000	0.000066	0.000002	0.000066	0.585526	0.000066	304	2703626	0.000066	123.239239	Not shown (strain-result biased); Filtered out (minCov > 6.583750859031537e-05); Filtered out (maxZscore < 123.23923933698856); 
strain	Collimonas fungivorans Ter331	1005048	4	164	3	164	1.000000	0.000066	0.000002	0.000066	0.666667	0.000066	246	2502101	0.000066	123.514021	Not shown (strain-result biased); Filtered out (minCov > 6.554491605254944e-05); Filtered out (maxZscore < 123.51402112567686); 
strain	Pseudomonas aeruginosa PA1	1279007	5	164	0	96	1.708333	0.000065	0.000002	0.000038	0.676056	0.000038	142	2506868	0.000065	161.592724	Not shown (strain-result biased); Filtered out (minCov > 3.829479653495916e-05); Filtered out (maxZscore < 161.59272363981412); 
strain	Pectobacterium carotovorum strain 3-2	554.1	2	62	0	31	2.000000	0.000065	0.000002	0.000033	0.861111	0.000033	36	951398	0.000065	175.183498	Not shown (strain-result biased); Filtered out (minCov > 3.258362956407308e-05); Filtered out (minReads > 2); Filtered out (minLen > 31); Filtered out (maxZscore < 175.1834982654363); 
strain	Arthrobacter alpinus strain A3	656366.1	4	215	11	215	1.000000	0.000065	0.000002	0.000065	0.259036	0.000065	830	3309651	0.000065	124.067424	Not shown (strain-result biased); Filtered out (minCov > 6.496153219780575e-05); Filtered out (maxZscore < 124.06742353009251); 
strain	Algoriella xinjiangensis strain XJ109	684065.1	1	89	2	89	1.000000	0.000065	0.000002	0.000065	0.689922	0.000065	129	1370604	0.000065	124.092888	Not shown (strain-result biased); Filtered out (minCov > 6.493487542718392e-05); Filtered out (minReads > 1); Filtered out (maxZscore < 124.09288836923825); 
strain	Rhodococcus pyridinivorans SB3094	1435356	1	32	0	32	1.000000	0.000065	0.000002	0.000065	0.592593	0.000065	54	492966	0.000065	124.113607	Not shown (strain-result biased); Filtered out (minCov > 6.491319888187015e-05); Filtered out (minReads > 1); Filtered out (minLen > 32); Filtered out (maxZscore < 124.11360723143937); 
strain	Pseudomonas aeruginosa strain Y89	287.107	3	172	12	128	1.343750	0.000065	0.000002	0.000048	0.744186	0.000048	172	2655424	0.000065	144.029511	Not shown (strain-result biased); Filtered out (minCov > 4.820322479573883e-05); Filtered out (maxZscore < 144.02951086496128); 
strain	Rhodococcus rhodnii NBRC 100604	1219023	4	142	1	112	1.267857	0.000064	0.000002	0.000051	0.574359	0.000051	195	2205348	0.000064	140.319661	Not shown (strain-result biased); Filtered out (minCov > 5.078563564571215e-05); Filtered out (maxZscore < 140.31966057134383); 
strain	Stigmatella aurantiaca DW4/3-1	378806	10	429	7	206	2.082524	0.000064	0.000002	0.000031	0.693603	0.000031	297	6664696	0.000064	179.866320	Not shown (strain-result biased); Filtered out (minCov > 3.090913674082059e-05); Filtered out (maxZscore < 179.86632037122322); 
strain	Pseudomonas aeruginosa strain NHmuc	287.56	1	151	6	151	1.000000	0.000064	0.000002	0.000064	0.606426	0.000064	249	2346553	0.000064	124.655871	Not shown (strain-result biased); Filtered out (minCov > 6.43497078480648e-05); Filtered out (minReads > 1); Filtered out (maxZscore < 124.65587067088028); 
strain	Celeribacter manganoxidans strain DY25	1411902.1	4	140	1	110	1.272727	0.000064	0.000002	0.000051	0.625000	0.000051	176	2175887	0.000064	140.640645	Not shown (strain-result biased); Filtered out (minCov > 5.055409586986824e-05); Filtered out (maxZscore < 140.6406445843125); 
strain	Limimaricola cinnabarinus LL-001	1337093	3	104	0	38	2.736842	0.000064	0.000002	0.000024	0.844444	0.000024	45	1616869	0.000064	206.272112	Not shown (strain-result biased); Filtered out (minCov > 2.3502213228158867e-05); Filtered out (minLen > 38); Filtered out (maxZscore < 206.27211205232354); 
strain	Brachybacterium sp. VR2415	2017485.1	2	72	0	36	2.000000	0.000064	0.000002	0.000032	0.654545	0.000032	55	1120639	0.000064	176.430896	Not shown (strain-result biased); Filtered out (minCov > 3.212452895178554e-05); Filtered out (minReads > 2); Filtered out (minLen > 36); Filtered out (maxZscore < 176.43089613531725); 
strain	Hymenobacter sp. PAMC 26554	1484116.1	6	222	1	94	2.361702	0.000064	0.000002	0.000027	0.635135	0.000027	148	3458465	0.000064	191.810273	Not shown (strain-result biased); Filtered out (minCov > 2.7179688098621788e-05); Filtered out (maxZscore < 191.81027305924943); 
strain	Aureimonas ureilytica DSM 18598 = NBRC 106430	1121028	5	159	1	96	1.656250	0.000064	0.000002	0.000039	0.603774	0.000039	159	2477459	0.000064	160.642039	Not shown (strain-result biased); Filtered out (minCov > 3.874937990901161e-05); Filtered out (maxZscore < 160.6420386553076); 
strain	Jonquetella anthropi DSM 22815	885272	3	90	0	30	3.000000	0.000064	0.000002	0.000021	0.555556	0.000021	54	1403001	0.000064	216.253786	Not shown (strain-result biased); Filtered out (minCov > 2.1382736006602987e-05); Filtered out (minLen > 30); Filtered out (maxZscore < 216.25378609402426); 
strain	Staphylococcus epidermidis strain ATCC 12228	1282.3	1	69	0	69	1.000000	0.000064	0.000002	0.000064	0.522727	0.000064	132	1078889	0.000064	125.040283	Not shown (strain-result biased); Filtered out (minCov > 6.395467930435847e-05); Filtered out (minReads > 1); Filtered out (maxZscore < 125.04028336407477); 
strain	Tamlana nanhaiensis strain FHC16	1382798.1	4	128	0	32	4.000000	0.000064	0.000002	0.000016	0.615385	0.000016	52	2004574	0.000064	250.283714	Not shown (strain-result biased); Filtered out (minCov > 1.5963491494951047e-05); Filtered out (minLen > 32); Filtered out (maxZscore < 250.283714012718); 
strain	Rhizobium leguminosarum strain ATCC 14479	384.4	5	198	3	198	1.000000	0.000064	0.000002	0.000064	0.618750	0.000064	320	3107099	0.000064	125.265395	Not shown (strain-result biased); Filtered out (minCov > 6.372503740627512e-05); Filtered out (maxZscore < 125.26539502958983); 
strain	Gordonia shandongensis DSM 45094	1121928	3	99	0	66	1.500000	0.000064	0.000002	0.000042	0.702128	0.000042	94	1553692	0.000064	153.426816	Not shown (strain-result biased); Filtered out (minCov > 4.2479461823836386e-05); Filtered out (maxZscore < 153.4268160354893); 
strain	Palleronia marisminoris strain CECT 7066	315423.1	2	130	10	130	1.000000	0.000063	0.000002	0.000063	0.528455	0.000063	246	2047472	0.000063	125.494162	Not shown (strain-result biased); Filtered out (minCov > 6.349293177147234e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 125.49416167848055); 
strain	Staphylococcus epidermidis strain SEI	1282.1	1	68	0	68	1.000000	0.000063	0.000002	0.000063	0.523077	0.000063	130	1072619	0.000063	125.589844	Not shown (strain-result biased); Filtered out (minCov > 6.339622922957732e-05); Filtered out (minReads > 1); Filtered out (maxZscore < 125.58984363207647); 
strain	Intrasporangium calvum DSM 43043	710696	4	130	0	65	2.000000	0.000063	0.000002	0.000032	0.792683	0.000032	82	2056516	0.000063	177.869918	Not shown (strain-result biased); Filtered out (minCov > 3.160685353286821e-05); Filtered out (maxZscore < 177.86991789593793); 
strain	Mycolicibacillus koreensis strain KCTC 19819	1069220.1	3	102	0	72	1.416667	0.000063	0.000002	0.000044	0.720000	0.000044	100	1621914	0.000063	150.085254	Not shown (strain-result biased); Filtered out (minCov > 4.439199612309901e-05); Filtered out (maxZscore < 150.08525355055153); 
strain	Bradyrhizobium sp. ORS 285 strain ORS285	115808.1	5	179	1	179	1.000000	0.000063	0.000002	0.000063	0.742739	0.000063	241	2846608	0.000063	126.102490	Not shown (strain-result biased); Filtered out (minCov > 6.288185798676881e-05); Filtered out (maxZscore < 126.10249001834508); 
strain	Pseudomonas aeruginosa strain PPF-1	287.72	3	162	1	162	1.000000	0.000063	0.000002	0.000063	0.736364	0.000063	220	2579450	0.000063	126.180549	Not shown (strain-result biased); Filtered out (minCov > 6.28040861423947e-05); Filtered out (maxZscore < 126.18054867608373); 
strain	Propionicicella superfundia DSM 22317	1122999	3	132	3	44	3.000000	0.000063	0.000002	0.000021	0.830189	0.000021	53	2104174	0.000063	218.680443	Not shown (strain-result biased); Filtered out (minCov > 2.0910818211801875e-05); Filtered out (minLen > 44); Filtered out (maxZscore < 218.6804434869208); 
strain	Brevibacterium mcbrellneri ATCC 49030	585530	2	132	1	132	1.000000	0.000063	0.000002	0.000063	0.992481	0.000063	133	2106977	0.000063	126.336641	Not shown (strain-result biased); Filtered out (minCov > 6.264899901612594e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 126.33664143745858); 
strain	Dyadobacter crusticola DSM 16708	1121483	5	314	18	271	1.158672	0.000063	0.000002	0.000054	0.313657	0.000054	864	5015564	0.000063	136.039025	Not shown (strain-result biased); Filtered out (minCov > 5.4031809782509004e-05); Filtered out (maxZscore < 136.03902468101703); 
strain	Oceanicola litoreus strain DSM 29440	1217970.1	2	123	8	123	1.000000	0.000063	0.000002	0.000063	0.315385	0.000063	390	1964712	0.000063	126.381440	Not shown (strain-result biased); Filtered out (minCov > 6.260459548269671e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 126.38143966850087); 
strain	Chitinophaga pinensis DSM 2588	485918	10	449	10	291	1.542955	0.000063	0.000002	0.000041	0.765789	0.000041	380	7180549	0.000063	157.080954	Not shown (strain-result biased); Filtered out (minCov > 4.052614918441473e-05); Filtered out (maxZscore < 157.0809540231994); 
strain	Pseudomonas putida strain PA14H7	303.2	3	134	3	89	1.505618	0.000062	0.000002	0.000041	0.706349	0.000041	126	2153370	0.000062	155.544748	Not shown (strain-result biased); Filtered out (minCov > 4.13305655786047e-05); Filtered out (maxZscore < 155.54474770729433); 
strain	Rhodobacter sphaeroides strain MBTLJ-8	1063.1	2	135	10	135	1.000000	0.000062	0.000002	0.000062	0.364865	0.000062	370	2170402	0.000062	126.791371	Not shown (strain-result biased); Filtered out (minCov > 6.220045871686443e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 126.7913713619813); 
strain	Spirosoma montaniterrae strain DY10	1178516.1	4	298	28	149	2.000000	0.000062	0.000002	0.000031	0.137327	0.000031	1085	4800832	0.000062	179.497490	Not shown (strain-result biased); Filtered out (minCov > 3.103628704357911e-05); Filtered out (maxZscore < 179.49749021445558); 
strain	Vibrio qinghaiensis strain Q67	2025808.1	1	34	0	34	1.000000	0.000062	0.000002	0.000062	0.531250	0.000062	64	549138	0.000062	127.083113	Not shown (strain-result biased); Filtered out (minCov > 6.191521985366155e-05); Filtered out (minReads > 1); Filtered out (minLen > 34); Filtered out (maxZscore < 127.08311314670736); 
strain	Halofilum ochraceum strain XJ16	1611323.1	5	155	0	93	1.666667	0.000062	0.000002	0.000037	0.650350	0.000037	143	2517949	0.000062	164.540938	Not shown (strain-result biased); Filtered out (minCov > 3.693482274660845e-05); Filtered out (maxZscore < 164.54093846246144); 
strain	Caballeronia sordidicola	196367.1	5	243	12	169	1.437870	0.000062	0.000002	0.000043	0.619048	0.000043	273	3950844	0.000062	152.894654	Not shown (strain-result biased); Filtered out (minCov > 4.2775670211225754e-05); Filtered out (maxZscore < 152.89465375849147); 
strain	Lysobacter capsici strain KNU-14	435897.2	5	162	0	64	2.531250	0.000061	0.000002	0.000024	0.752941	0.000024	85	2634758	0.000061	202.896756	Not shown (strain-result biased); Filtered out (minCov > 2.4290655916027204e-05); Filtered out (maxZscore < 202.89675638117038); 
strain	Vitreoscilla filiformis strain ATCC 15551	63.1	5	150	0	60	2.500000	0.000061	0.000002	0.000024	0.560748	0.000024	107	2455759	0.000061	202.307481	Not shown (strain-result biased); Filtered out (minCov > 2.443236490225629e-05); Filtered out (maxZscore < 202.30748050101028); 
strain	Algoriphagus ornithinivorans strain DSM 15282	226506.1	5	160	0	32	5.000000	0.000061	0.000002	0.000012	0.542373	0.000012	59	2624664	0.000061	286.390904	Not shown (strain-result biased); Filtered out (minCov > 1.2192036771182902e-05); Filtered out (minLen > 32); Filtered out (maxZscore < 286.39090418517134); 
strain	Acidithiobacillus ferrooxidans ATCC 53993	380394	1	121	9	121	1.000000	0.000061	0.000002	0.000061	0.711765	0.000061	170	1986525	0.000061	128.127132	Not shown (strain-result biased); Filtered out (minCov > 6.09103837102478e-05); Filtered out (minReads > 1); Filtered out (maxZscore < 128.1271321128787); 
strain	Cryobacterium sp. GCJ02	2220095.1	2	79	1	79	1.000000	0.000061	0.000002	0.000061	0.868132	0.000061	91	1297129	0.000061	128.134127	Not shown (strain-result biased); Filtered out (minCov > 6.090373432403408e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 128.13412672032283); 
strain	Ketogulonicigenium vulgare strain Hbe602	92945.1	4	124	0	62	2.000000	0.000061	0.000002	0.000030	0.632653	0.000030	98	2045753	0.000061	181.645303	Not shown (strain-result biased); Filtered out (minCov > 3.030668902844087e-05); Filtered out (maxZscore < 181.64530307451457); 
